prices.amountMax,prices.amountMin,prices.isAvailable,prices.condition,prices.currency,prices.isSale,prices.merchant,prices.online/offline,prices.shipping,brand,weight,prices.sellcount,prices.average
149.99,149.99,0,1,1,0,1,0,0,0,6.19,0,1
149.99,149.99,0,1,1,0,1,1,0,0,6.19,1,1
149.99,149.99,0,1,1,0,0,0,0,0,27.4,0,1
149.99,149.99,0,1,1,0,0,0,0,1,0.2625,1,1
149.99,149.99,0,1,1,0,0,0,0,0,0.1,0,1
149.99,149.99,0,3,1,0,1,1,0,1,0.4625,0,1
149.99,149.99,0,3,1,0,1,1,0,0,0.35,0,1
149.99,149.99,0,1,2,0,1,1,0,0,0.1,0,1
149.99,149.99,0,3,1,0,1,1,0,0,2.3,1,1
149.99,149.99,0,1,1,1,1,1,0,0,1.406,0,1
149.99,149.99,0,3,1,0,1,0,0,0,1.98,1,1
149.99,149.99,0,3,1,0,1,1,0,0,0.40625,1,1
149.99,149.99,0,1,1,0,1,0,0,0,0.40625,0,1
149.99,149.99,0,3,1,1,1,0,0,0,0.40625,1,1
149.99,149.99,0,3,1,0,1,0,0,0,0.1,1,1
149.99,149.99,0,3,1,0,1,1,0,0,3.85,0,1
149.99,149.99,0,1,1,0,1,0,0,1,1.8,0,1
149.99,149.99,0,3,1,1,0,0,0,0,0.3875,0,1
149.99,149.99,0,1,1,1,0,1,0,0,0.23,1,1
149.99,149.99,0,2,1,0,0,0,0,1,30,0,1
149.99,149.99,0,1,1,0,0,0,0,0,6.65,0,1
149.99,149.99,0,1,1,0,0,0,0,0,0.32,0,1
149.99,149.99,1,1,1,0,0,0,0,0,53.1,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.00125,1,1
149.99,149.99,1,1,1,1,1,1,0,1,0.78125,1,1
149.99,149.99,1,1,1,0,0,1,0,0,2.34,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.54375,0,1
189.99,109.99,1,1,1,1,0,1,1,1,0.36875,0,1
149.99,149.99,1,1,1,0,0,0,0,1,0.36875,0,1
149.99,149.99,1,1,1,1,0,1,0,0,0.19,0,1
149.99,149.99,1,1,1,1,0,0,0,0,0.27,0,1
149.99,149.99,1,2,1,0,0,1,0,0,1.1,1,1
149.99,149.99,1,1,1,0,0,0,0,0,7,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.01875,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,1,1
149.99,149.99,1,1,1,0,1,1,0,0,41,1,1
149.99,149.99,1,1,1,0,1,1,0,0,1.29,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.29,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.61,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.35,1,1
149.99,149.99,1,1,1,0,1,1,0,0,1.9,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.43,0,1
149.99,149.99,1,1,1,0,0,0,0,0,5.7,0,1
149.99,149.99,1,1,1,0,1,1,0,0,6.2,1,1
149.99,149.99,1,1,1,0,1,1,1,0,0.375,1,1
149.99,149.99,1,1,1,0,0,0,0,0,2,0,1
149.99,149.99,1,1,1,0,0,0,0,0,8.9,0,1
149.99,149.99,1,1,1,0,0,0,0,0,8.9,0,1
149.99,149.99,1,1,1,0,0,0,0,0,5.5,0,1
149.99,149.99,1,1,1,0,0,0,0,0,2.03,0,1
149.99,149.99,1,1,1,0,1,1,1,0,0.19375,1,1
149.99,149.99,1,1,1,0,1,1,1,0,11.2,1,1
149.99,149.99,1,1,1,0,1,1,0,0,14.1,1,1
149.99,149.99,1,1,1,0,0,0,0,0,10.3,1,1
149.99,149.99,1,1,1,0,0,0,0,1,1.2375,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.35,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.2,0,1
149.99,149.99,1,1,1,0,1,1,1,0,1.2,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.2,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.2,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.2,1,1
149.99,149.99,1,1,1,1,0,0,0,0,1.75,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.1,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.675,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.1,0,1
149.99,149.99,1,1,1,0,1,1,1,0,4.8,0,1
149.99,149.99,1,1,1,0,0,0,0,1,0.88125,1,1
149.99,149.99,1,1,1,0,0,0,0,1,0.88125,0,1
149.99,149.99,1,1,1,0,0,0,0,0,54.5,1,1
149.99,149.99,1,1,1,1,0,0,0,0,70.3,0,1
149.99,149.99,1,1,1,0,0,0,0,1,70.3,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.5,0,1
249.99,49.99,1,1,1,1,0,1,1,0,0.7,1,1
149.99,149.99,1,1,1,1,1,1,0,0,0.7,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.7,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.275625,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.908,0,1
149.99,149.99,1,1,1,0,0,0,0,0,13.4,1,1
149.99,149.99,1,1,1,0,0,0,0,0,13.4,0,1
149.99,149.99,1,1,1,0,0,1,1,0,24.7,1,1
149.99,149.99,1,1,1,1,1,1,0,1,18.85,1,1
149.99,149.99,1,1,1,0,0,0,0,1,1.5,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.5,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.62,1,1
149.99,149.99,1,1,1,0,1,1,1,0,0.18,1,1
149.99,149.99,1,1,1,0,1,1,0,0,9.3,1,1
149.99,149.99,1,1,1,0,0,0,0,0,164.2,1,1
149.99,149.99,1,1,1,0,1,1,0,0,164.2,0,1
149.99,149.99,1,1,1,0,0,0,0,0,164.2,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.4,1,1
149.99,149.99,1,1,1,0,0,0,0,0,4,1,1
149.99,149.99,1,1,1,0,0,1,0,1,7.5,0,1
149.99,149.99,1,1,1,0,0,0,0,1,7,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.3,1,1
149.99,149.99,1,1,1,0,0,0,0,0,26.46,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.6625,1,1
149.99,149.99,1,1,1,1,0,0,0,0,0.01,0,1
149.99,149.99,1,1,1,0,0,0,0,1,0.01,1,1
149.99,149.99,1,1,1,0,0,1,1,0,1,0,1
149.99,149.99,1,1,1,0,0,1,0,0,2.1,1,1
149.99,149.99,1,1,1,0,0,0,0,0,2.31,1,1
149.99,149.99,1,1,1,0,0,0,0,0,6.4,1,1
149.99,149.99,1,1,1,1,0,0,0,0,0.079375,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.079375,0,1
149.99,149.99,1,1,1,0,0,0,0,0,8.9,1,1
149.99,149.99,1,1,1,0,0,0,0,0,8.9,0,1
149.99,149.99,1,1,1,0,0,1,0,0,12.5,1,1
149.99,149.99,1,1,1,0,0,0,0,0,12.5,0,1
149.99,149.99,1,1,1,0,0,1,0,0,2.03,0,1
169.99,129.99,1,1,1,1,0,1,1,0,12.5,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.4,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.1,0,1
149.99,149.99,1,1,1,0,0,0,0,1,2.96,1,1
149.99,149.99,1,1,1,0,0,1,0,0,0.98,0,1
149.99,149.99,1,1,1,0,1,1,0,0,0.95625,1,1
149.99,149.99,1,1,1,0,0,0,0,0,3.02,1,1
149.99,149.99,1,1,1,0,0,0,0,0,3.02,1,1
149.99,149.99,1,1,1,0,0,0,0,0,14.1,1,1
149.99,149.99,1,1,1,0,0,1,1,0,4.94,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.32,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.460625,1,1
149.99,149.99,1,1,1,0,0,1,0,0,0.433125,1,1
149.99,149.99,1,1,1,0,0,1,1,0,1.2375,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.55,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.86,0,1
169.99,129.99,1,1,1,1,0,1,1,0,0.35,1,1
149.99,149.99,1,1,1,0,0,0,0,0,3.8,0,1
149.99,149.99,1,1,1,0,0,0,0,0,3.8,0,1
149.99,149.99,1,1,1,1,1,1,0,1,1.98,1,1
149.99,149.99,1,1,1,0,0,1,0,1,0.40625,0,1
149.99,149.99,1,1,1,1,0,0,0,1,54.5,0,1
149.99,149.99,1,3,1,0,1,1,0,0,54.5,1,1
149.99,149.99,1,1,1,0,0,0,0,1,54.5,0,1
149.99,149.99,1,1,1,0,1,1,0,0,54.5,0,1
149.99,149.99,1,1,1,0,0,1,1,0,24.9,0,1
149.99,149.99,1,1,1,0,1,1,0,0,0.3875,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.08,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.0975,1,1
149.99,149.99,1,1,1,0,0,0,0,1,0.84,0,1
149.99,149.99,1,1,1,0,0,1,1,0,0.25,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.25,0,1
149.99,149.99,1,1,1,0,0,0,0,0,3.15,1,1
149.99,149.99,1,1,1,0,1,1,0,0,5.95,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.01875,1,1
149.99,149.99,1,1,1,0,1,1,1,0,1.5,1,1
149.99,149.99,1,1,1,0,0,0,0,0,8.4,1,1
149.99,149.99,1,1,1,1,0,0,0,0,0.00125,0,1
149.99,149.99,1,1,1,0,0,0,0,1,0.205,0,1
149.99,149.99,1,1,1,0,1,1,0,0,4,0,1
149.99,149.99,1,1,1,0,1,1,0,0,7.5,0,1
149.99,149.99,1,1,1,0,0,0,0,0,7.5,0,1
149.99,149.99,1,1,1,0,0,0,0,1,1.59,1,1
149.99,149.99,1,1,1,0,0,0,0,0,1.59,0,1
149.99,149.99,1,3,1,0,1,1,0,1,1,1,1
149.99,149.99,1,1,1,0,0,0,0,1,1,0,1
149.99,149.99,1,1,1,0,0,0,0,1,1.43,1,1
179.99,119.99,1,3,1,0,1,0,0,1,1.43,1,1
149.99,149.99,1,1,1,0,1,1,0,0,4.4,0,1
149.99,149.99,1,3,1,0,1,0,0,0,3.75,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,1,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.54,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.6625,1,1
149.99,149.99,1,1,1,0,0,0,0,0,41.5,0,1
149.99,149.99,1,3,1,0,1,0,0,0,4.25,0,1
149.99,149.99,1,1,1,0,0,1,1,0,1.9,1,1
149.99,149.99,1,1,1,0,1,1,0,0,2.2,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.4,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.4,0,1
149.99,149.99,1,1,1,0,0,0,0,0,1.4,0,1
149.99,149.99,1,1,1,1,0,0,0,1,5.7,1,1
149.99,149.99,1,1,1,0,0,0,0,0,23.2,0,1
149.99,149.99,1,1,1,0,1,1,1,0,5.2,1,1
149.99,149.99,1,1,1,0,1,1,0,0,0.15,0,1
149.99,149.99,1,3,1,0,1,1,1,0,5.07,0,1
149.99,149.99,1,1,1,0,1,1,0,0,0.86875,0,1
149.99,149.99,1,1,1,0,0,0,0,0,0.15,0,1
149.99,149.99,1,1,1,0,0,0,0,0,4.94,0,1
149.99,149.99,1,1,1,0,1,1,0,1,1.9,1,1
149.99,149.99,1,1,1,0,0,0,0,1,0.15,0,1
149.99,149.99,1,3,1,0,1,0,0,1,164.2,1,1
179.99,119.99,1,3,1,0,1,0,0,1,2.5,0,1
149.99,149.99,1,1,1,0,0,0,0,1,1.4,0,1
150,150,1,3,1,0,0,1,0,1,53.8,1,1
150,150,1,1,1,0,1,0,0,0,3.09,0,1
155.98,144.37,1,1,1,1,0,1,1,0,0.13125,0,1
150.33,150.33,0,3,1,1,0,0,0,0,2.6,0,1
150.37,150.37,0,3,1,1,1,1,0,0,1.4,1,1
249.99,50.97,1,1,1,1,0,1,1,0,1.43,1,1
150.7,150.7,1,1,1,0,1,1,1,0,4.94,0,1
150.87,150.87,1,1,1,0,0,1,1,0,5.07,1,1
150.89,150.89,1,1,1,0,1,1,1,0,85.7,1,1
150.99,150.99,0,3,1,0,1,0,0,0,2.96,1,1
150.99,150.99,1,1,1,0,0,0,0,0,4.9,1,1
150.99,150.99,1,1,1,0,0,0,0,0,70.3,1,1
150.99,150.99,1,1,1,0,0,1,0,0,0.2,0,1
150.99,150.99,1,1,1,0,0,0,0,0,0.98,0,1
151.08,151.08,1,1,1,0,1,1,1,0,0.19375,0,1
151.29,151.29,0,1,1,0,1,0,0,0,2.7,1,1
249.99,53.03,1,1,1,1,0,1,1,0,70.3,1,1
151.69,151.69,0,1,1,0,0,0,0,0,0.15,0,1
160.79,142.94,0,1,1,1,0,0,0,0,6.19,0,1
151.99,151.99,0,3,1,0,1,0,0,0,5.3,1,1
151.99,151.99,0,3,1,0,0,0,0,0,0.23375,0,1
151.99,151.99,1,1,1,0,0,0,0,0,0.19375,1,1
151.99,151.99,1,1,1,1,0,0,0,0,0.23375,0,1
151.99,151.99,1,1,1,0,0,0,0,0,2,0,1
151.99,151.99,1,1,1,0,0,0,0,0,4.94,1,1
151.99,151.99,1,1,1,0,0,0,0,0,2.2,0,1
151.99,151.99,1,1,1,1,0,0,0,1,22.5,1,1
151.99,151.99,1,1,1,1,0,0,0,1,2.4,0,1
152.2,152.2,0,1,1,0,0,1,1,0,0.05,0,1
152.25,152.25,1,1,1,0,1,1,1,0,1.55,0,1
171,134.16,1,1,1,1,1,1,1,0,0.61,1,1
152.69,152.69,0,1,1,0,0,0,0,0,5,0,1
171,134.65,1,1,1,1,1,1,1,0,1.32,0,1
152.84,152.84,0,3,1,0,0,1,0,0,4.7,0,1
249.99,55.89,1,1,1,1,0,1,1,0,23.1,0,1
152.95,152.95,1,1,1,0,0,1,0,0,30,1,1
152.95,152.95,1,1,1,0,0,1,0,0,2.96,0,1
152.99,152.99,1,1,1,1,0,0,0,0,5.07,0,1
152.99,152.99,1,1,1,0,0,1,1,0,15.25,0,1
152.99,152.99,1,1,1,1,0,0,0,0,22.5,1,1
152.99,152.99,1,1,1,0,0,0,0,0,0.4375,0,1
153,153,1,1,1,0,1,1,1,0,2.2,1,1
178.2,128,1,1,1,1,0,1,1,1,4.96,0,1
153.15,153.15,0,1,1,0,1,1,0,0,4.7,1,1
153.29,153.29,1,1,1,0,1,1,1,0,13.2,1,1
153.5,153.5,1,1,1,0,1,1,0,0,0.61,1,1
153.63,153.63,1,1,1,0,1,1,1,0,6.76,1,1
153.75,153.75,1,1,1,0,0,1,1,0,8.4,1,1
153.9,153.9,1,1,1,0,1,0,0,0,1.05,0,1
153.95,153.95,1,1,1,0,0,1,0,0,2.96,0,1
153.99,153.99,0,1,1,0,1,1,0,0,0.4,1,1
153.99,153.99,1,1,1,1,0,0,0,0,4.25,0,1
153.99,153.99,1,1,1,0,0,1,1,0,0.23375,1,1
153.99,153.99,1,1,1,0,1,1,1,0,4.8,0,1
153.99,153.99,1,1,1,0,0,0,0,0,85.7,1,1
153.99,153.99,1,3,1,0,1,0,0,0,0.6,0,1
153.99,153.99,1,1,1,0,0,0,0,0,1.53,0,1
154,154,0,1,1,0,0,0,0,1,4,1,1
154,154,0,1,1,1,1,1,0,1,2.96,0,1
154.12,154.12,1,1,1,0,0,1,1,0,0.19,0,1
154.14,154.14,0,3,1,0,1,1,0,0,22,1,1
154.45,154.45,1,1,1,0,1,1,0,0,91,1,1
171,137.94,1,1,1,1,1,1,1,0,34.2,0,1
154.55,154.55,0,3,1,0,1,0,0,0,4.94,1,1
154.57,154.57,0,1,1,0,0,0,0,0,5.07,1,1
154.65,154.65,0,3,1,0,1,0,0,0,3.85,0,1
154.75,154.75,1,1,1,0,1,1,1,0,0.91875,0,1
154.8,154.8,1,1,1,0,1,1,1,0,0.915,1,1
154.89,154.89,1,1,1,0,1,1,1,0,0.51,0,1
154.9,154.9,1,1,1,0,1,1,0,0,4.96,0,1
154.95,154.95,1,1,1,0,1,1,0,1,0.175,1,1
179.95,129.95,1,1,1,1,1,1,1,0,0.2625,0,1
154.98,154.98,1,1,1,0,0,1,0,0,0.18,1,1
154.99,154.99,0,1,1,0,0,0,0,0,0.296875,1,1
154.99,154.99,0,1,1,0,0,0,0,0,0.25,0,1
154.99,154.99,1,1,1,0,0,0,0,0,1.43,0,1
154.99,154.99,1,1,1,0,0,0,0,0,4.9,1,1
154.99,154.99,1,1,1,0,0,0,0,0,0.8,1,1
154.99,154.99,1,1,1,0,0,0,0,0,5.29,0,1
154.99,154.99,1,1,1,0,0,0,0,0,2.2,1,1
154.99,154.99,1,1,1,0,0,0,0,0,13.9,1,1
154.99,154.99,1,1,1,1,1,1,0,0,2.96,0,1
154.99,154.99,1,1,1,0,0,0,0,0,1.43125,0,1
154.99,154.99,1,1,1,1,1,1,0,0,4.96,0,1
154.99,154.99,1,3,1,0,1,0,0,0,1.76,1,1
154.99,154.99,1,1,1,0,1,1,1,0,0.00125,0,1
154.99,154.99,1,1,1,1,0,0,0,0,0.6,1,1
161,148.99,1,1,1,1,0,1,1,0,5.07,0,1
155,155,1,1,1,0,1,1,0,0,1.8,0,1
155,155,1,1,1,0,1,1,0,1,2.2,0,1
155,155,1,1,1,0,0,1,0,0,1.2,0,1
159.99,150.71,1,1,1,1,1,1,1,0,28.9,1,1
155.42,155.42,1,1,1,0,0,1,1,0,28.9,0,1
155.47,155.47,1,1,1,1,1,1,0,0,8.4,0,1
155.91,155.91,0,3,1,1,1,0,0,0,8.4,1,1
155.92,155.92,1,1,1,0,0,1,1,0,17.86,1,1
155.95,155.95,1,1,1,0,1,1,0,0,6.4,0,1
155.98,155.98,1,1,1,0,0,1,1,0,1.5,1,1
155.99,155.99,0,1,1,1,0,0,0,1,0.9259,0,1
155.99,155.99,0,3,1,0,1,0,0,1,1.5,0,1
155.99,155.99,0,3,1,0,0,0,0,0,0.61,1,1
155.99,155.99,1,1,1,0,0,0,0,0,4.25,1,1
155.99,155.99,1,1,1,1,1,1,0,0,7.1,1,1
155.99,155.99,1,1,1,0,0,0,0,0,4.5,0,1
155.99,155.99,1,1,1,1,0,0,0,0,0.61,1,1
155.99,155.99,1,1,1,0,0,0,0,0,2.2,1,1
156,156,0,3,1,0,1,1,1,1,14.1,0,1
156,156,0,3,1,0,1,0,0,0,0.83125,0,1
156.07,156.07,1,1,1,0,1,1,0,0,0.915,0,1
156.37,156.37,1,1,1,0,1,1,1,0,5.3,0,1
174.53,138.37,1,1,1,1,0,1,1,0,6.4,1,1
156.47,156.47,1,1,1,0,1,1,0,0,18.31,1,1
156.5,156.5,1,1,1,0,1,1,1,0,2.2,0,1
156.99,156.99,1,1,1,1,0,0,0,1,21,1,1
156.99,156.99,1,1,1,0,0,0,0,0,1.8,0,1
156.99,156.99,1,1,1,1,0,0,0,0,25.8,1,1
156.99,156.99,1,1,1,0,0,0,0,0,0.36875,0,1
156.99,156.99,1,1,1,0,0,0,0,0,3.5,0,1
156.99,156.99,1,1,1,0,0,0,0,0,14.1,1,1
179,135,1,1,1,1,0,1,1,0,2.7,1,1
157.3,157.3,1,1,1,0,1,1,1,0,8.4,0,1
157.45,157.45,1,1,1,0,1,1,0,0,2.7,0,1
157.63,157.63,1,1,1,0,0,1,0,0,1.05,1,1
157.89,157.89,1,1,1,0,1,1,0,0,4.7,1,1
157.99,157.99,0,1,1,0,0,0,0,0,17.9,0,1
157.99,157.99,1,1,1,0,0,1,0,1,0.5,0,1
157.99,157.99,1,1,1,1,1,1,0,1,3,0,1
157.99,157.99,1,1,1,0,1,1,1,0,5,0,1
157.99,157.99,1,1,1,0,0,0,0,0,4.9,1,1
158,158,1,1,1,1,1,1,0,1,4.7,1,1
158,158,1,1,1,0,1,1,0,1,2,0,1
158,158,1,1,1,1,1,1,0,1,14.1,1,1
158,158,1,1,1,0,1,1,0,1,0.915,1,1
158.16,158.16,1,1,1,0,1,1,0,0,0.36875,1,1
158.42,158.42,1,1,1,0,1,1,1,0,7.1,0,1
169.99,146.99,1,1,1,1,0,1,1,0,0.45,0,1
158.5,158.5,1,1,1,0,1,1,0,1,0.40625,0,1
158.56,158.56,0,1,1,0,0,0,0,0,2.2,0,1
158.95,158.95,1,1,1,0,1,1,1,0,3,0,1
158.99,158.99,1,1,1,0,1,1,1,0,5.3,0,1
158.99,158.99,1,1,1,0,0,0,0,0,3,0,1
158.99,158.99,1,1,1,0,0,0,0,0,3.75,0,1
158.99,158.99,1,1,1,0,0,0,0,0,7.2,0,1
158.99,158.99,1,1,1,0,0,0,0,0,1.6,0,1
159,159,1,1,1,0,1,1,0,0,54.5,1,1
179,139,1,1,1,1,0,1,1,0,18.8,1,1
159,159,1,1,1,0,0,1,1,0,1.25,0,1
159,159,1,1,1,0,0,1,0,0,0.63125,1,1
159,159,1,1,1,0,1,1,0,1,0.32625,1,1
159,159,1,1,1,0,1,1,0,1,1.8,0,1
159,159,1,1,1,0,0,1,1,0,1.1,1,1
159.03,159.03,1,1,1,0,0,1,1,0,0.13125,1,1
159.09,159.09,1,1,1,0,1,1,1,0,8.6,1,1
159.44,159.44,0,1,1,0,0,0,0,0,12.5,0,1
169.94,149,1,1,1,1,1,1,1,0,32.8,1,1
200,118.99,1,1,1,1,0,1,1,0,2.6,0,1
199,119.99,1,1,1,1,0,1,1,1,0.7,0,1
159.68,159.68,0,1,1,0,1,0,0,0,12.5,0,1
180.6,138.82,1,1,1,1,1,1,1,0,12.5,1,1
159.89,159.89,1,1,1,0,1,1,0,0,12.5,1,1
159.89,159.89,1,1,1,0,1,1,0,0,12.5,1,1
159.93,159.93,0,1,1,0,0,1,1,0,12.5,0,1
159.95,159.95,1,1,1,0,0,0,0,0,12.5,0,1
159.95,159.95,1,1,1,0,1,1,1,0,12.5,1,1
159.95,159.95,1,1,1,0,0,0,0,0,12.5,1,1
159.95,159.95,1,1,1,0,1,1,1,0,0.05625,1,1
159.95,159.95,1,1,1,1,1,1,0,0,54.5,0,1
159.95,159.95,1,1,1,0,1,1,1,0,1.43,0,1
159.95,159.95,1,1,1,0,0,0,0,0,50,0,1
159.95,159.95,1,1,1,0,1,1,0,0,5,1,1
159.95,159.95,1,1,1,1,0,1,0,0,34.2,1,1
159.95,159.95,1,1,1,0,0,0,0,0,4.5,1,1
159.95,159.95,1,1,1,0,0,0,0,0,0.83125,1,1
159.95,159.95,1,1,1,1,0,1,0,0,2.96,1,1
159.95,159.95,1,1,1,0,1,1,0,0,1.2,1,1
169.94,149.99,1,1,1,1,1,1,1,0,0.175,0,1
199.99,119.95,1,1,1,1,1,1,1,0,0.2,1,1
159.98,159.98,0,1,1,0,0,1,0,0,0.35,0,1
159.98,159.98,1,1,1,0,0,0,0,0,0.13,0,1
159.98,159.98,1,1,1,0,0,1,1,0,0.13,1,1
159.98,159.98,1,1,1,0,0,0,0,0,2.7,1,1
159.98,159.98,1,1,1,0,1,1,1,0,1.76,1,1
159.99,159.99,0,3,1,0,1,0,0,1,71.3,1,1
159.99,159.99,0,1,1,0,1,0,0,0,70.3,1,1
159.99,159.99,0,3,1,0,1,0,0,0,0.04375,0,1
159.99,159.99,0,3,1,0,1,0,0,0,27.8,0,1
159.99,159.99,0,3,1,0,1,0,0,0,0.54375,0,1
159.99,159.99,0,3,1,1,0,1,0,0,0.36875,0,1
159.99,159.99,0,3,1,0,0,0,0,1,0.36875,0,1
159.99,159.99,0,2,1,0,0,0,0,1,3.1,0,1
159.99,159.99,1,1,1,1,1,1,0,1,2.2,0,1
159.99,159.99,1,1,1,0,0,0,0,0,0.13,1,1
159.99,159.99,1,1,1,0,0,1,1,0,1,0,1
159.99,159.99,1,1,1,0,1,1,0,0,2.2,0,1
159.99,159.99,1,1,1,0,0,0,0,1,5.3,0,1
159.99,159.99,1,1,1,0,0,0,0,1,0.235,1,1
159.99,159.99,1,1,1,0,0,0,0,0,5.95,0,1
159.99,159.99,1,1,1,0,0,0,0,0,7.1,0,1
159.99,159.99,1,1,1,0,0,0,0,0,27.8,1,1
159.99,159.99,1,1,1,0,0,0,0,0,27.8,0,1
159.99,159.99,1,1,1,1,1,1,0,0,75.2,0,1
159.99,159.99,1,1,1,0,1,1,1,0,1,1,1
159.99,159.99,1,1,1,0,0,0,0,0,1.6,0,1
159.99,159.99,1,1,1,0,1,1,1,0,0.079375,0,1
159.99,159.99,1,1,1,0,0,0,0,0,2.4,1,1
159.99,159.99,1,1,1,0,1,1,0,0,0.5,1,1
159.99,159.99,1,1,1,1,0,0,0,1,2.96,1,1
159.99,159.99,1,1,1,0,0,0,0,0,0.175,1,1
159.99,159.99,1,1,1,0,0,0,0,0,16.4,0,1
159.99,159.99,1,1,1,0,0,0,0,0,5.5,1,1
169.99,149.99,1,1,1,1,0,1,1,0,2.4,1,1
159.99,159.99,1,1,1,0,0,0,0,0,2.3,0,1
159.99,159.99,1,2,1,0,0,1,0,0,28.9,1,1
159.99,159.99,1,1,1,0,0,0,0,0,1.25,0,1
159.99,159.99,1,1,1,1,1,1,0,1,1.25,1,1
159.99,159.99,1,1,1,1,0,0,0,1,0.55,0,1
159.99,159.99,1,1,1,0,0,0,0,1,0.91875,1,1
159.99,159.99,1,1,1,0,1,1,1,0,22,0,1
159.99,159.99,1,1,1,1,0,0,0,0,5.5,1,1
159.99,159.99,1,1,1,1,1,1,0,0,7.2,0,1
159.99,159.99,1,1,1,0,0,0,0,0,7.2,1,1
159.99,159.99,1,1,1,0,1,1,1,0,8.4,1,1
159.99,159.99,1,1,1,1,1,1,0,0,1.05,1,1
159.99,159.99,1,1,1,0,0,0,0,0,4,0,1
159.99,159.99,1,3,1,0,1,1,0,1,0.07,1,1
159.99,159.99,1,1,1,0,1,0,0,0,0.3,0,1
159.99,159.99,1,1,1,0,0,0,0,0,2,1,1
159.99,159.99,1,3,1,0,1,0,0,0,23.1,0,1
159.99,159.99,1,1,1,0,1,1,0,0,1.43,1,1
159.99,159.99,1,1,1,0,0,1,1,0,0.61875,0,1
169.99,149.99,1,3,1,0,1,0,0,0,18.8,0,1
159.99,159.99,1,1,1,0,0,0,0,0,5.07,1,1
159.99,159.99,1,1,1,1,0,0,0,1,0.95625,1,1
159.99,159.99,1,1,1,0,0,0,0,1,12.5,1,1
159.99,159.99,1,1,1,0,1,1,1,0,23.1,0,1
159.99,159.99,1,1,1,0,0,0,0,0,0.9259,0,1
159.99,159.99,1,1,1,0,1,0,0,0,4,0,1
159.99,159.99,1,1,1,0,0,0,0,0,1.8,0,1
159.99,159.99,1,1,1,0,1,1,0,1,0.93125,0,1
200,119.99,1,1,1,1,0,1,1,0,1.5,1,1
160,160,1,1,1,0,0,1,0,0,0.639375,0,1
160,160,1,1,1,0,0,1,1,0,54.5,0,1
160.03,160.03,1,1,1,0,1,1,0,0,0.35,1,1
160.13,160.13,0,3,1,1,1,0,0,0,3.02,0,1
176.99,143.33,1,1,1,1,1,1,1,0,0.83125,0,1
160.26,160.26,1,1,1,0,1,1,0,0,17.86,0,1
160.76,160.76,1,1,1,0,1,1,1,0,4.25,1,1
160.78,160.78,1,1,1,0,1,1,0,0,0.00125,0,1
160.79,160.79,0,3,1,0,0,1,0,0,0.78125,0,1
160.93,160.93,0,3,1,1,1,1,0,0,0.01875,1,1
160.93,160.93,1,1,1,0,1,1,1,0,0.83125,0,1
160.99,160.99,1,1,1,1,0,0,0,0,1.5,1,1
160.99,160.99,1,1,1,1,0,0,0,1,1.53,0,1
